A	B	Interactor
AT2G37220	AT4G25500	1
AT2G37220	AT5G61030	1
AT2G37220	AT3G53460	1
AT2G37220	AT3G52150	1
AT2G37340	AT5G04430	1
AT2G37340	AT1G09140	1
AT2G37340	AT1G67950	1
AT2G37340	AT1G69250	1
AT2G37340	AT2G37340	1
AT2G37340	AT2G46610	1
AT2G37340	AT2G47580	1
AT2G37340	AT3G53500	1
AT2G37340	AT3G55460	1
AT2G37340	AT4G03110	1
AT2G37340	AT4G26650	1
AT2G37340	AT1G53720	1
AT2G37340	AT4G34110	1
AT2G37340	AT4G36960	1
AT2G37340	AT5G66010	1
AT2G41060	AT4G26000	1
AT2G41060	AT5G04430	1
AT2G41060	AT1G30960	1
AT2G41060	AT1G06960	1
AT2G41060	AT1G09230	1
AT2G41060	AT1G13190	1
AT2G41060	AT1G13690	1
AT2G41060	AT1G76460	1
AT2G41060	AT1G78260	1
AT2G41060	AT2G21660	1
AT2G41060	AT2G29580	1
AT2G41060	AT2G37340	1
AT2G41060	AT2G41060	1
AT2G41060	AT2G46780	1
AT2G41060	AT3G14100	1
AT2G41060	AT3G14450	1
AT2G41060	AT3G15010	1
AT2G41060	AT3G63450	1
AT2G41060	AT4G03110	1
AT2G41060	AT4G10110	1
AT2G41060	AT4G10610	1
AT2G41060	AT4G13860	1
AT2G41060	AT4G14300	1
AT2G41060	AT5G16840	1
AT2G41060	AT5G19350	1
AT2G41060	AT5G23590	1
AT2G41060	AT5G37720	1
AT2G41060	AT5G43960	1
AT2G41060	AT5G47620	1
AT2G41060	AT1G43190	1
AT2G41060	AT5G53180	1
AT2G41060	AT1G09810	1
AT2G42240	AT4G10070	1
AT2G42240	AT1G09230	1
AT2G42240	AT1G13190	1
AT2G42240	AT1G13690	1
AT2G42240	AT1G16610	1
AT2G42240	AT1G50300	1
AT2G42240	AT1G60000	1
AT2G42240	AT1G66260	1
AT2G42240	AT2G21660	1
AT2G42240	AT3G04500	1
AT2G42240	AT3G13224	1
AT2G42240	AT3G13570	1
AT2G42240	AT3G53500	1
AT2G42240	AT3G55460	1
AT2G42240	AT4G13860	1
AT2G42240	AT5G10350	1
AT2G42240	AT5G12190	1
AT2G42240	AT5G16840	1
AT2G42240	AT5G18810	1
AT2G42240	AT5G37720	1
AT2G42240	AT5G42820	1
AT2G42240	AT5G47620	1
AT2G42240	AT5G51120	1
AT2G42240	AT5G65260	1
AT2G42240	AT1G43190	1
AT2G42240	AT5G53180	1
AT2G42240	AT1G09810	1
AT2G43370	AT3G12130	1
AT2G43370	AT1G02840	1
AT2G43370	AT1G13190	1
AT2G43370	AT1G67950	1
AT2G43370	AT2G37340	1
AT2G43370	AT2G46610	1
AT2G43370	AT3G10400	1
AT2G43370	AT3G15010	1
AT2G43370	AT3G53500	1
AT2G43370	AT3G55460	1
AT2G43370	AT3G61860	1
AT2G43370	AT5G10350	1
AT2G43370	AT5G18810	1
AT2G43370	AT5G37720	1
AT2G43370	AT5G42820	1
AT2G43370	AT5G46840	1
AT2G43370	AT5G50250	1
AT2G43370	AT5G65260	1
AT2G43370	AT3G53460	1
AT2G43370	AT1G53720	1
AT2G43370	AT4G36960	1
AT2G43370	AT5G66010	1
AT2G46610	AT1G14170	1
AT2G46610	AT3G08620	1
AT2G46610	AT5G04430	1
AT2G46610	AT5G06770	1
AT2G46610	AT1G09140	1
AT2G46610	AT1G13190	1
AT2G46610	AT1G13730	1
AT2G46610	AT2G03640	1
AT2G46610	AT2G21660	1
AT2G46610	AT2G24590	1
AT2G46610	AT2G37340	1
AT2G46610	AT2G37510	1
AT2G46610	AT2G46610	1
AT2G46610	AT3G04500	1
AT2G46610	AT3G09160	1
AT2G46610	AT3G10400	1
AT2G46610	AT3G13570	1
AT2G46610	AT3G19090	1
AT2G46610	AT3G46020	1
AT2G46610	AT3G53500	1
AT2G46610	AT3G55460	1
AT2G46610	AT3G61860	1
AT2G46610	AT3G63450	1
AT2G46610	AT4G13860	1
AT2G46610	AT4G14300	1
AT2G46610	AT5G09880	1
AT2G46610	AT5G16840	1
AT2G46610	AT5G43960	1
AT2G46610	AT5G47620	1
AT2G46610	AT5G52040	1
AT2G46610	AT5G60980	1
AT2G46610	AT4G26650	1
AT2G46610	AT4G27000	1
AT2G46780	AT2G25970	1
AT2G46780	AT2G38610	1
AT2G46780	AT3G08620	1
AT2G46780	AT4G26000	1
AT2G46780	AT5G04430	1
AT2G46780	AT1G30960	1
AT2G46780	AT3G53870	1
AT2G46780	AT2G25355	1
AT2G46780	AT1G01080	1
AT2G46780	AT1G03457	1
AT2G46780	AT1G06960	1
AT2G46780	AT1G13690	1
AT2G46780	AT1G13730	1
AT2G46780	AT1G17370	1
AT2G46780	AT1G20880	1
AT2G46780	AT1G22760	1
AT2G46780	AT1G33470	1
AT2G46780	AT1G47490	1
AT2G46780	AT1G47500	1
AT2G46780	AT1G49600	1
AT2G46780	AT1G49760	1
AT2G46780	AT1G51510	1
AT2G46780	AT1G67950	1
AT2G46780	AT1G74230	1
AT2G46780	AT1G76460	1
AT2G46780	AT1G78260	1
AT2G46780	AT2G03640	1
AT2G46780	AT2G05160	1
AT2G46780	AT2G14160	1
AT2G46780	AT2G18510	1
AT2G46780	AT2G21660	1
AT2G46780	AT2G23350	1
AT2G46780	AT2G27330	1
AT2G46780	AT2G46780	1
AT2G46780	AT3G06970	1
AT2G46780	AT1G27960	1
AT2G46780	AT3G11400	1
AT2G46780	AT3G13700	1
AT2G46780	AT3G14100	1
AT2G46780	AT3G19090	1
AT2G46780	AT3G19130	1
AT2G46780	AT3G46020	1
AT2G46780	AT3G49390	1
AT2G46780	AT3G63450	1
AT2G46780	AT4G03110	1
AT2G46780	AT4G13860	1
AT2G46780	AT4G14300	1
AT2G46780	AT4G17720	1
AT2G46780	AT5G16840	1
AT2G46780	AT5G19350	1
AT2G46780	AT5G43960	1
AT2G46780	AT5G46250	1
AT2G46780	AT5G47620	1
AT2G46780	AT5G61030	1
AT2G46780	AT5G65260	1
AT2G46780	AT1G43190	1
AT2G46780	AT5G53180	1
AT2G46780	AT1G09810	1
AT2G46780	AT4G26650	1
AT2G46780	AT3G53460	1
AT2G46780	AT4G27000	1
AT2G46780	AT4G34110	1
AT2G46780	AT1G53650	1
AT2G46780	AT5G48650	1
AT2G47310	AT3G12130	1
AT2G47310	AT1G02840	1
AT2G47310	AT1G09230	1
AT2G47310	AT1G51510	1
AT2G47310	AT1G67950	1
AT2G47310	AT2G29580	1
AT2G47310	AT2G37340	1
AT2G47310	AT3G04500	1
AT2G47310	AT3G53500	1
AT2G47310	AT5G09880	1
AT2G47310	AT5G16840	1
AT2G47310	AT5G65260	1
AT2G47310	AT1G09810	1
AT2G47580	AT3G12130	1
AT2G47580	AT4G26000	1
AT2G47580	AT1G02840	1
AT2G47580	AT1G06960	1
AT2G47580	AT1G09230	1
AT2G47580	AT1G13690	1
AT2G47580	AT1G16610	1
AT2G47580	AT1G23860	1
AT2G47580	AT1G48920	1
AT2G47580	AT1G50300	1
AT2G47580	AT1G51510	1
AT2G47580	AT1G66260	1
AT2G47580	AT1G71800	1
AT2G47580	AT1G72800	1
AT2G47580	AT2G24590	1
AT2G47580	AT2G29580	1
AT2G47580	AT2G46610	1
AT2G47580	AT3G04500	1
AT2G47580	AT3G09160	1
AT2G47580	AT3G10400	1
AT2G47580	AT3G13700	1
AT2G47580	AT3G19090	1
AT2G47580	AT3G46020	1
AT2G47580	AT3G55460	1
AT2G47580	AT4G03110	1
AT2G47580	AT4G13860	1
AT2G47580	AT4G14300	1
AT2G47580	AT4G24270	1
AT2G47580	AT4G24770	1
AT2G47580	AT5G09880	1
AT2G47580	AT5G10350	1
AT2G47580	AT5G12190	1
AT2G47580	AT5G16840	1
AT2G47580	AT5G18810	1
AT2G47580	AT5G23590	1
AT2G47580	AT5G46250	1
AT2G47580	AT5G65260	1
AT2G47580	AT1G43190	1
AT3G01210	AT1G14170	1
AT3G01210	AT4G26000	1
AT3G01210	AT1G13690	1
AT3G01210	AT1G14340	1
AT3G01210	AT1G67950	1
AT3G01210	AT1G72800	1
AT3G01210	AT1G78260	1
AT3G01210	AT2G37340	1
AT3G01210	AT2G46780	1
AT3G01210	AT3G01210	1
AT3G01210	AT3G13700	1
AT3G01210	AT3G46020	1
AT3G01210	AT4G13860	1
AT3G01210	AT4G17720	1
AT3G01210	AT5G46250	1
AT3G01210	AT1G43190	1
AT3G01210	AT5G53180	1
AT3G01210	AT1G09810	1
AT3G04500	AT3G12130	1
AT3G04500	AT5G04430	1
AT3G04500	AT5G06770	1
AT3G04500	AT1G03360	1
AT3G04500	AT1G02840	1
AT3G04500	AT1G13190	1
AT3G04500	AT1G13690	1
AT3G04500	AT1G16610	1
AT3G04500	AT1G51510	1
AT3G04500	AT2G14160	1
AT3G04500	AT2G16940	1
AT3G04500	AT2G22090	1
AT3G04500	AT2G27330	1
AT3G04500	AT2G29580	1
AT3G04500	AT2G30260	1
AT3G04500	AT2G42240	1
AT3G04500	AT2G43370	1
AT3G04500	AT2G47580	1
AT3G04500	AT3G04500	1
AT3G04500	AT3G10400	1
AT3G04500	AT3G11400	1
AT3G04500	AT3G13224	1
AT3G04500	AT3G13570	1
AT3G04500	AT5G16840	1
AT3G04500	AT5G23590	1
AT3G04500	AT5G42820	1
AT3G04500	AT5G52040	1
AT3G04500	AT5G65260	1
AT3G04500	AT5G53180	1
AT3G04500	AT4G26650	1
AT3G04500	AT5G04600	1
AT3G06970	AT5G04430	1
AT3G06970	AT1G30960	1
AT3G06970	AT1G03457	1
AT3G06970	AT1G06960	1
AT3G06970	AT1G13690	1
AT3G06970	AT1G14340	1
AT3G06970	AT1G22760	1
AT3G06970	AT1G33470	1
AT3G06970	AT1G47490	1
AT3G06970	AT1G47500	1
AT3G06970	AT1G49760	1
AT3G06970	AT1G67950	1
AT3G06970	AT1G78260	1
AT3G06970	AT2G14160	1
AT3G06970	AT2G18510	1
AT3G06970	AT2G21660	1
AT3G06970	AT2G46780	1
AT3G06970	AT3G09160	1
AT3G06970	AT1G27960	1
AT3G06970	AT3G46020	1
AT3G06970	AT3G53500	1
AT3G06970	AT3G63450	1
AT3G06970	AT4G00830	1
AT3G06970	AT4G03110	1
AT3G06970	AT4G13860	1
AT3G06970	AT5G16840	1
AT3G06970	AT5G19350	1
AT3G06970	AT5G61030	1
AT3G06970	AT4G27000	1
AT3G06970	AT4G34110	1
AT3G08000	AT3G08620	1
AT3G08000	AT5G04430	1
AT3G08000	AT1G30960	1
AT3G08000	AT1G01080	1
AT3G08000	AT1G73530	1
AT3G08000	AT2G37220	1
AT3G08000	AT2G46780	1
AT3G08000	AT3G23830	1
AT3G08000	AT3G52380	1
AT3G08000	AT4G09040	1
AT3G08000	AT4G31580	1
AT3G08000	AT5G16840	1
AT3G08000	AT5G54580	1
AT3G08000	AT3G53460	1
AT3G09160	AT2G25355	1
AT3G09160	AT1G14340	1
AT3G09160	AT1G51510	1
AT3G09160	AT3G09160	1
AT3G09160	AT3G46020	1
AT3G09160	AT4G13860	1
AT3G09160	AT4G17720	1
AT3G09160	AT5G16840	1
AT3G10400	AT5G64390	1
AT3G10400	AT2G25355	1
AT3G10400	AT1G03360	1
AT3G10400	AT1G02840	1
AT3G10400	AT1G09230	1
AT3G10400	AT1G13690	1
AT3G10400	AT1G27650	1
AT3G10400	AT1G50300	1
AT3G10400	AT1G51510	1
AT3G10400	AT1G66260	1
AT3G10400	AT1G67950	1
AT3G10400	AT2G21660	1
AT3G10400	AT2G29580	1
AT3G10400	AT2G30260	1
AT3G10400	AT2G37340	1
AT3G10400	AT3G04500	1
AT3G10400	AT3G10400	1
AT3G10400	AT3G11400	1
AT3G10400	AT3G12640	1
AT3G10400	AT3G13224	1
AT3G10400	AT3G19090	1
AT3G10400	AT4G24770	1
AT3G10400	AT5G09880	1
AT3G10400	AT5G16840	1
AT3G10400	AT5G18810	1
AT3G10400	AT5G23590	1
AT3G10400	AT5G32450	1
AT3G10400	AT5G37720	1
AT3G10400	AT5G42820	1
AT3G10400	AT5G46840	1
AT3G10400	AT5G65260	1
AT1G27960	AT5G04430	1
AT1G27960	AT2G25355	1
AT1G27960	AT4G26000	1
AT1G27960	AT1G03457	1
AT1G27960	AT1G06960	1
AT1G27960	AT1G51510	1
AT1G27960	AT2G21660	1
AT1G27960	AT2G46780	1
AT1G27960	AT3G06970	1
AT1G27960	AT3G63450	1
AT1G27960	AT4G03110	1
AT1G27960	AT4G13860	1
AT1G27960	AT5G16840	1
AT1G27960	AT1G09810	1
AT1G27960	AT5G48650	1
AT3G11400	AT1G14170	1
AT3G11400	AT4G26000	1
AT3G11400	AT5G04430	1
AT3G11400	AT1G30960	1
AT3G11400	AT3G53870	1
AT3G11400	AT2G31610	1
AT3G11400	AT1G13190	1
AT3G11400	AT1G13690	1
AT3G11400	AT1G13730	1
AT3G11400	AT1G14340	1
AT3G11400	AT1G17370	1
AT3G11400	AT1G20880	1
AT3G11400	AT1G22760	1
AT3G11400	AT1G47500	1
AT3G11400	AT1G49760	1
AT3G11400	AT1G67950	1
AT3G11400	AT1G69250	1
AT3G11400	AT1G72800	1
AT3G11400	AT1G78260	1
AT3G11400	AT2G14160	1
AT3G11400	AT2G21660	1
AT3G11400	AT2G23350	1
AT3G11400	AT2G27330	1
AT3G11400	AT3G06970	1
AT3G11400	AT3G09160	1
AT3G11400	AT3G13700	1
AT3G11400	AT3G19090	1
AT3G11400	AT3G46020	1
AT3G11400	AT3G63450	1
AT3G11400	AT4G13860	1
AT3G11400	AT4G14300	1
AT3G11400	AT5G04280	1
AT3G11400	AT5G06210	1
AT3G11400	AT5G09880	1
AT3G11400	AT5G12190	1
AT3G11400	AT5G16260	1
AT3G11400	AT5G16840	1
AT3G11400	AT5G18810	1
AT3G11400	AT5G19350	1
AT3G11400	AT5G25060	1
AT3G11400	AT5G43960	1
AT3G11400	AT5G46250	1
AT3G11400	AT5G46840	1
AT3G11400	AT5G47620	1
AT3G11400	AT1G43190	1
AT3G11400	AT4G26650	1
AT3G13224	AT1G23860	1
AT3G13224	AT1G47490	1
AT3G13224	AT1G50300	1
AT3G13224	AT1G51510	1
AT3G13224	AT1G58470	1
AT3G13224	AT1G71800	1
AT3G13224	AT2G21660	1
AT3G13224	AT2G29580	1
AT3G13224	AT2G42240	1
AT3G13224	AT2G46610	1
AT3G13224	AT3G04500	1
AT3G13224	AT3G15010	1
AT3G13224	AT4G14300	1
AT3G13224	AT5G37720	1
AT3G13224	AT5G65260	1
AT3G13224	AT1G43190	1
AT3G13224	AT1G30460	1
AT3G13224	AT4G26650	1
AT3G13224	AT5G02530	1
AT3G13570	AT3G08620	1
AT3G13570	AT5G04430	1
AT3G13570	AT5G64390	1
AT3G13570	AT1G30960	1
AT3G13570	AT1G03360	1
AT3G13570	AT1G02840	1
AT3G13570	AT1G13690	1
AT3G13570	AT1G23860	1
AT3G13570	AT1G27650	1
AT3G13570	AT1G48920	1
AT3G13570	AT1G50300	1
AT3G13570	AT1G51510	1
AT3G13570	AT1G66260	1
AT3G13570	AT2G16940	1
AT3G13570	AT2G24590	1
AT3G13570	AT2G29580	1
AT3G13570	AT2G30260	1
AT3G13570	AT2G37340	1
AT3G13570	AT2G47310	1
AT3G13570	AT3G04500	1
AT3G13570	AT3G10400	1
AT3G13570	AT3G53500	1
AT3G13570	AT3G56860	1
AT3G13570	AT3G61860	1
AT3G13570	AT4G13860	1
AT3G13570	AT4G17720	1
AT3G13570	AT5G16840	1
AT3G13570	AT5G18810	1
AT3G13570	AT5G19350	1
AT3G13570	AT5G19960	1
AT3G13570	AT5G23590	1
AT3G13570	AT5G47620	1
AT3G13570	AT5G52040	1
AT3G13570	AT5G61020	1
AT3G13700	AT1G30960	1
AT3G13700	AT1G13690	1
AT3G13700	AT1G13730	1
AT3G13700	AT1G14340	1
AT3G13700	AT3G09160	1
AT3G13700	AT3G13700	1
AT3G13700	AT3G46020	1
AT3G13700	AT4G17720	1
AT3G13700	AT5G47620	1
AT3G13700	AT5G61030	1
AT3G14100	AT1G14170	1
AT3G14100	AT3G08620	1
AT3G14100	AT1G30960	1
AT3G14100	AT1G14340	1
AT3G14100	AT1G49760	1
AT3G14100	AT1G60000	1
AT3G14100	AT2G03640	1
AT3G14100	AT2G21440	1
AT3G14100	AT2G44710	1
AT3G14100	AT2G46780	1
AT3G14100	AT3G53500	1
AT3G14100	AT3G55460	1
AT3G14100	AT3G61860	1
AT3G14100	AT4G03110	1
AT3G14100	AT5G06210	1
AT3G14100	AT5G12190	1
AT3G14100	AT5G47620	1
AT3G14100	AT4G34110	1
AT3G14100	AT1G53650	1
AT3G14450	AT1G14170	1
AT3G14450	AT1G01080	1
AT3G14450	AT2G21660	1
AT3G14450	AT3G13570	1
AT3G14450	AT3G13700	1
AT3G14450	AT3G14100	1
AT3G14450	AT3G14450	1
AT3G14450	AT3G19090	1
AT3G14450	AT3G46020	1
AT3G14450	AT3G49390	1
AT3G14450	AT3G55460	1
AT3G14450	AT4G03110	1
AT3G14450	AT4G14300	1
AT3G14450	AT4G20030	1
AT3G14450	AT4G25500	1
AT3G14450	AT5G10350	1
AT3G14450	AT5G16840	1
AT3G14450	AT5G19350	1
AT3G14450	AT5G47620	1
AT3G14450	AT5G65260	1
AT3G14450	AT4G34110	1
AT3G15010	AT2G38610	1
AT3G15010	AT3G08620	1
AT3G15010	AT4G10070	1
AT3G15010	AT4G26000	1
AT3G15010	AT5G04430	1
AT3G15010	AT5G06770	1
AT3G15010	AT5G15270	1
AT3G15010	AT5G46190	1
AT3G15010	AT1G30960	1
AT3G15010	AT2G25355	1
AT3G15010	AT1G03360	1
AT3G15010	AT1G13690	1
AT3G15010	AT1G14340	1
AT3G15010	AT1G16610	1
AT3G15010	AT1G17370	1
AT3G15010	AT1G22760	1
AT3G15010	AT1G23860	1
AT3G15010	AT1G47500	1
AT3G15010	AT1G67950	1
AT3G15010	AT1G78260	1
AT3G15010	AT2G03640	1
AT3G15010	AT2G18510	1
AT3G15010	AT2G21660	1
AT3G15010	AT2G24590	1
AT3G15010	AT2G29580	1
AT3G15010	AT2G30260	1
AT3G15010	AT2G37220	1
AT3G15010	AT2G37340	1
AT3G15010	AT2G37510	1
AT3G15010	AT2G41060	1
AT3G15010	AT2G43370	1
AT3G15010	AT2G44710	1
AT3G15010	AT2G46780	1
AT3G15010	AT3G04500	1
AT3G15010	AT3G13224	1
AT3G15010	AT3G13570	1
AT3G15010	AT3G14100	1
AT3G15010	AT3G14450	1
AT3G15010	AT3G19130	1
AT3G15010	AT3G49390	1
AT3G15010	AT3G55460	1
AT3G15010	AT3G61860	1
AT3G15010	AT4G03110	1
AT3G15010	AT4G14300	1
AT3G15010	AT4G24770	1
AT3G15010	AT5G10350	1
AT3G15010	AT5G25060	1
AT3G15010	AT5G42820	1
AT3G15010	AT5G46840	1
AT3G15010	AT5G47620	1
AT3G15010	AT5G52040	1
AT3G15010	AT5G54580	1
AT3G15010	AT1G43190	1
AT3G15010	AT5G53180	1
AT3G15010	AT1G09810	1
AT3G19090	AT2G38610	1
AT3G19090	AT3G08620	1
AT3G19090	AT4G26000	1
AT3G19090	AT5G04430	1
AT3G19090	AT1G30960	1
AT3G19090	AT1G17370	1
AT3G19090	AT1G29400	1
AT3G19090	AT1G49760	1
AT3G19090	AT1G74230	1
AT3G19090	AT1G78260	1
AT3G19090	AT2G21660	1
AT3G19090	AT2G23350	1
AT3G19090	AT3G09160	1
AT3G19090	AT3G11400	1
AT3G19090	AT3G14450	1
AT3G19090	AT4G13860	1
AT3G19090	AT5G12190	1
AT3G19090	AT5G47620	1
AT3G19090	AT5G60980	1
AT3G19090	AT4G26650	1
AT3G19090	AT4G34110	1
AT3G19090	AT1G53650	1
AT3G19130	AT1G14170	1
AT3G19130	AT2G38610	1
AT3G19130	AT3G08620	1
AT3G19130	AT4G26000	1
AT3G19130	AT5G04430	1
AT3G19130	AT1G30960	1
AT3G19130	AT4G32175	1
AT3G19130	AT1G03360	1
AT3G19130	AT1G01080	1
AT3G19130	AT1G03457	1
AT3G19130	AT1G07350	1
AT3G19130	AT1G14340	1
AT3G19130	AT1G17370	1
AT3G19130	AT1G18630	1
AT3G19130	AT1G51510	1
AT3G19130	AT1G54080	1
AT3G19130	AT1G58470	1
AT3G19130	AT1G72800	1
AT3G19130	AT1G74230	1
AT3G19130	AT1G76460	1
AT3G19130	AT1G78260	1
AT3G19130	AT2G03640	1
AT3G19130	AT2G05160	1
AT3G19130	AT2G14160	1
AT3G19130	AT2G18510	1
AT3G19130	AT2G21660	1
AT3G19130	AT2G37220	1
AT3G19130	AT2G37340	1
AT3G19130	AT2G46780	1
AT3G19130	AT1G27960	1
AT3G19130	AT3G14100	1
AT3G19130	AT3G14450	1
AT3G19130	AT3G19090	1
AT3G19130	AT3G19130	1
AT3G19130	AT3G23830	1
AT3G19130	AT3G46020	1
AT3G19130	AT3G49390	1
AT3G19130	AT3G63450	1
AT3G19130	AT4G00830	1
AT3G19130	AT4G03110	1
AT3G19130	AT4G10110	1
AT3G19130	AT4G10610	1
AT3G19130	AT4G13860	1
AT3G19130	AT4G14300	1
AT3G19130	AT4G20030	1
AT3G19130	AT4G25500	1
AT3G19130	AT5G12190	1
AT3G19130	AT5G16840	1
AT3G19130	AT5G54580	1
AT3G19130	AT5G60980	1
AT3G19130	AT4G26650	1
AT3G19130	AT3G53460	1
AT3G19130	AT4G27000	1
AT3G19130	AT4G36960	1
AT3G19130	AT5G66010	1
AT3G19130	AT1G53650	1
AT3G19130	AT5G48650	1
AT3G20930	AT1G60000	1
AT3G20930	AT1G73530	1
AT3G20930	AT2G35410	1
AT3G20930	AT2G37220	1
AT3G20930	AT3G23830	1
AT3G20930	AT3G52380	1
AT3G20930	AT4G09040	1
AT3G20930	AT4G13860	1
AT3G20930	AT3G52150	1
AT3G23830	AT1G30960	1
AT3G23830	AT1G06960	1
AT3G23830	AT1G09140	1
AT3G23830	AT1G14340	1
AT3G23830	AT1G22760	1
AT3G23830	AT1G29400	1
AT3G23830	AT1G47500	1
AT3G23830	AT1G49760	1
AT3G23830	AT1G60000	1
AT3G23830	AT1G67950	1
AT3G23830	AT1G73530	1
AT3G23830	AT1G74230	1
AT3G23830	AT3G08000	1
AT3G23830	AT3G19090	1
AT3G23830	AT3G20930	1
AT3G23830	AT3G23830	1
AT3G23830	AT3G46020	1
AT3G23830	AT3G52380	1
AT3G23830	AT3G53500	1
AT3G23830	AT3G55460	1
AT3G23830	AT4G03110	1
AT3G23830	AT4G09040	1
AT3G23830	AT4G25500	1
AT3G23830	AT5G06210	1
AT3G23830	AT5G16840	1
AT3G23830	AT5G47620	1
AT3G23830	AT5G50250	1
AT3G23830	AT5G52040	1
AT3G23830	AT5G54580	1
AT3G23830	AT5G60980	1
AT3G23830	AT3G53460	1
AT3G23830	AT1G53650	1
AT3G45630	AT3G14100	1
AT3G46020	AT5G04430	1
AT3G46020	AT1G74230	1
AT3G46020	AT1G78260	1
AT3G46020	AT2G21660	1
AT3G46020	AT2G23350	1
AT3G46020	AT2G27330	1
AT3G46020	AT2G44710	1
AT3G46020	AT2G46780	1
AT3G46020	AT3G09160	1
AT3G46020	AT3G11400	1
AT3G46020	AT3G13700	1
AT3G46020	AT4G13860	1
AT3G46020	AT4G17720	1
AT3G46020	AT4G25500	1
AT3G46020	AT5G06210	1
AT3G46020	AT5G37720	1
AT3G46020	AT5G43960	1
AT3G46020	AT5G46250	1
AT3G46020	AT5G47620	1
AT3G46020	AT5G61030	1
AT3G49390	AT4G26000	1
AT3G49390	AT5G04430	1
AT3G49390	AT1G30960	1
AT3G49390	AT4G32175	1
AT3G49390	AT1G13190	1
AT3G49390	AT1G18630	1
AT3G49390	AT1G47490	1
AT3G49390	AT3G14100	1
AT3G49390	AT3G14450	1
AT3G49390	AT3G19090	1
AT3G49390	AT4G03110	1
AT3G49390	AT4G13860	1
AT3G49390	AT5G19350	1
AT3G49390	AT5G47620	1
AT3G49390	AT5G60980	1
AT3G49390	AT5G61030	1
AT3G49390	AT1G53650	1
AT3G52380	AT1G01080	1
AT3G52380	AT1G07350	1
AT3G52380	AT1G60000	1
AT3G52380	AT2G27330	1
AT3G52380	AT2G35410	1
AT3G52380	AT2G37220	1
AT3G52380	AT2G42240	1
AT3G52380	AT3G08000	1
AT3G52380	AT3G20930	1
AT3G52380	AT3G52380	1
AT3G52380	AT4G03110	1
AT3G52380	AT4G09040	1
AT3G52380	AT4G25500	1
AT3G52380	AT5G06210	1
AT3G52380	AT3G53460	1
AT3G52380	AT3G52150	1
AT3G53500	AT1G33680	1
AT3G53500	AT2G38610	1
AT3G53500	AT3G08620	1
AT3G53500	AT5G04430	1
AT3G53500	AT1G30960	1
AT3G53500	AT2G31610	1
AT3G53500	AT1G02840	1
AT3G53500	AT1G03457	1
AT3G53500	AT1G06960	1
AT3G53500	AT1G13690	1
AT3G53500	AT1G13730	1
AT3G53500	AT1G16610	1
AT3G53500	AT1G23860	1
AT3G53500	AT1G27650	1
AT3G53500	AT2G05160	1
AT3G53500	AT2G14160	1
AT3G53500	AT2G18510	1
AT3G53500	AT2G21660	1
AT3G53500	AT2G24590	1
AT3G53500	AT2G29580	1
AT3G53500	AT2G30260	1
AT3G53500	AT2G37340	1
AT3G53500	AT2G37510	1
AT3G53500	AT2G46610	1
AT3G53500	AT2G46780	1
AT3G53500	AT3G06970	1
AT3G53500	AT3G08000	1
AT3G53500	AT3G11400	1
AT3G53500	AT3G13570	1
AT3G53500	AT3G13700	1
AT3G53500	AT3G53500	1
AT3G53500	AT3G56860	1
AT3G53500	AT3G61860	1
AT3G53500	AT3G63450	1
AT3G53500	AT4G03110	1
AT3G53500	AT4G10110	1
AT3G53500	AT4G13860	1
AT3G53500	AT4G17720	1
AT3G53500	AT5G12190	1
AT3G53500	AT5G16840	1
AT3G53500	AT5G18810	1
AT3G53500	AT5G44200	1
AT3G53500	AT5G46250	1
AT3G53500	AT5G47620	1
AT3G53500	AT5G60980	1
AT3G53500	AT1G53720	1
AT3G53500	AT4G27000	1
AT3G53500	AT1G53650	1
AT3G55460	AT1G14170	1
AT3G55460	AT2G38610	1
AT3G55460	AT4G26000	1
AT3G55460	AT5G04430	1
AT3G55460	AT1G30960	1
AT3G55460	AT2G25355	1
AT3G55460	AT1G02840	1
AT3G55460	AT1G23860	1
AT3G55460	AT1G51510	1
AT3G55460	AT2G03640	1
AT3G55460	AT2G16940	1
AT3G55460	AT2G18510	1
AT3G55460	AT2G21660	1
AT3G55460	AT2G24590	1
AT3G55460	AT2G37340	1
AT3G55460	AT2G43370	1
AT3G55460	AT2G46610	1
AT3G55460	AT3G04500	1
AT3G55460	AT3G13224	1
AT3G55460	AT3G13570	1
AT3G55460	AT3G53500	1
AT3G55460	AT3G55460	1
AT3G55460	AT3G61860	1
AT3G55460	AT4G03110	1
AT3G55460	AT4G10110	1
AT3G55460	AT4G13850	1
AT3G55460	AT4G14300	1
AT3G55460	AT5G09880	1
AT3G55460	AT5G10350	1
AT3G55460	AT5G16840	1
AT3G55460	AT5G18810	1
AT3G55460	AT5G19960	1
AT3G55460	AT5G23590	1
AT3G55460	AT5G43960	1
AT3G55460	AT5G44200	1
AT3G55460	AT5G46250	1
AT3G55460	AT5G52040	1
AT3G55460	AT1G43190	1
AT3G55460	AT5G53180	1
AT3G55460	AT4G26650	1
AT3G55460	AT3G47120	1
AT3G55460	AT4G34110	1
AT3G55460	AT5G48650	1
AT3G56860	AT4G10070	1
AT3G56860	AT5G04430	1
AT3G56860	AT1G30960	1
AT3G56860	AT1G78260	1
AT3G56860	AT2G18510	1
AT3G56860	AT2G21660	1
AT3G56860	AT2G22090	1
AT3G56860	AT2G24590	1
AT3G56860	AT2G37340	1
AT3G56860	AT2G41060	1
